,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,0.206958651543,0.0469315052032,0.101777672768,0.13219165802,0.18410050869,0.298265695572,-0.175230622292,-0.197464227676,-0.0750598907471,0.215398669243,0.0182636976242,0.224415540695,0.755671262741,0.674889445305,-0.154329419136,0.1521910429,0.223012804985,-0.197566747665,0.231932520866,-0.0135031193495,-0.109051942825,-0.168030500412,-0.0778452455997,-0.247028231621,-0.129730463028,0.131302297115
1,0.00306499004364,-0.00584638118744,-0.00782465934753,-0.00185716152191,-0.0084433555603,0.00433754920959,0.0159118175507,0.00130844116211,0.00553458556533,0.011042714119,-0.0180894136429,0.35288131237,0.950347900391,0.634029984474,0.0506820678711,0.00324392318726,0.00384223461151,0.0122848749161,-0.0111951828003,-0.000125661492348,0.0041366815567,-0.00557935237885,0.00437578558922,0.00722670555115,-0.00347399711609,0.00502836704254
2,0.0039963722229,-0.00111651420593,0.00321578979492,0.000189185142517,0.00158274173737,0.00108885765076,0.00803506374359,-0.000238656997681,0.00270780548453,0.0126243829727,0.00198352336884,0.4305331707,0.925658464432,0.552364170551,0.0765972137451,0.0122648477554,0.00778079032898,0.00216865539551,-0.00344908237457,0.00174380838871,-0.00326609611511,-0.00288462638855,-0.000478953123093,0.00803804397583,0.00550210475922,0.000559091567993
3,0.0042632818222,0.00655138492584,0.00104951858521,0.00445407629013,-0.0162731409073,0.00567436218262,0.0354393720627,-0.014349937439,-0.00978517904878,0.0103000402451,0.112688422203,0.810684800148,0.871642589569,0.176650941372,0.0401083230972,0.00467455387115,0.000287890434265,0.0147695541382,-0.00500082969666,0.00327403843403,0.00522887706757,0.006023645401,-0.00413808226585,0.00795483589172,0.00747299194336,0.00418722629547
4,0.000963449478149,0.0130710601807,-0.0102508068085,0.0105441808701,0.0131378173828,-0.00937533378601,0.00337612628937,0.00305509567261,-0.0129208303988,-0.0283259153366,0.040643453598,0.566644072533,0.915610313416,0.379868239164,0.0147435665131,0.0210694074631,0.016889333725,0.00379908084869,0.0118463039398,-0.00737796723843,-0.00541472434998,0.00736451148987,0.00205686688423,0.00241529941559,0.00236439704895,0.0030769109726
5,-0.0171966552734,0.00730848312378,-0.0543882846832,0.0150567889214,0.000492215156555,-0.0200400352478,0.0353907346725,0.0454838275909,0.0965982675552,0.251911520958,0.569304525852,0.6165163517,0.216436743736,0.107935249805,0.173896312714,-0.0425441265106,0.0047150850296,0.0169439315796,0.00594961643219,0.00100995600224,-0.0349215269089,0.0111305713654,-0.013179987669,0.000255465507507,0.050874710083,-0.0231461524963
6,0.0574387311935,-0.0112026929855,0.00715684890747,0.0216871500015,0.0809668302536,-0.0414559841156,-0.00243484973907,-0.0395251512527,0.0256142579019,0.193618416786,0.148175001144,0.252546429634,0.438568353653,0.461821228266,0.340263962746,0.139038801193,-0.0448167324066,0.0134046077728,0.0319002866745,-0.0470507591963,-0.0756099224091,-0.0240868926048,0.0685723721981,-0.0889300107956,-0.0601878166199,0.0338500738144
7,0.0196939706802,0.0140388011932,-0.00524663925171,-0.0210000276566,-0.0151604413986,0.0297629833221,-0.0397809743881,0.00196862220764,-0.0142309702933,-0.0501374006271,0.139560997486,0.770583868027,0.992660522461,0.303294837475,-0.133095502853,0.00424683094025,-0.00886869430542,-0.0154699087143,0.0113385915756,0.006103977561,0.0163024663925,0.0315403938293,-0.00122490525246,0.013761639595,0.00151300430298,-0.0094393491745
8,-0.0267269611359,-0.0467212200165,-0.00190424919128,-0.00750541687012,-0.0133893489838,0.00683057308197,0.00610673427582,0.0176248550415,-0.00686008110642,-0.0207498073578,-0.0165144205093,0.459251046181,0.967923164368,0.517335891724,0.0170332193375,-0.00636744499207,0.00742816925049,-0.0113469362259,0.00845515727997,0.0312997847795,0.014955163002,-0.00181865692139,0.00382933020592,0.0192532539368,-0.00151908397675,0.0110831856728
9,0.000203967094421,-0.00260126590729,0.0039587020874,-0.0016165971756,-0.00549173355103,-0.00197958946228,0.00485813617706,-9.29832458496e-06,-0.00236606970429,0.00473177433014,0.0177284479141,0.602048635483,0.9333152771,0.375934749842,0.0447783470154,0.0190085172653,-3.83853912354e-05,0.00313329696655,-0.00401973724365,-0.00106312334538,-0.00414347648621,-0.00224184989929,0.000372499227524,5.41210174561e-05,0.00601506233215,0.00262326002121
