,cpu_usage
1040,0.17983028
1041,0.17900328
1042,0.17900328
1043,0.17589813
1044,0.17589813
1045,0.19649918
1046,0.19649918
1047,0.19649918
1048,0.23655065
1049,0.23655065
1050,0.21554399
1051,0.21554399
1052,0.21554399
1053,0.18206188
1054,0.18206188
1055,0.19011418
1056,0.18894918
1057,0.18894918
1058,0.18500928
1059,0.18500928
1060,0.19290104
1061,0.19290104
1062,0.19290104
1063,0.24628724
1064,0.31003724
1065,0.21620204
1066,0.21620204
1067,0.21639204
1068,0.19504204
1069,0.19095204
1070,0.18830003
1071,0.18785703
1072,0.18785703
1073,0.17566208
1074,0.17566208
1075,0.14593483
1076,0.14593483
1077,0.14593483
1078,0.18665614
1079,0.18660274
1080,0.18854904
1081,0.18854904
1082,0.18854904
1083,0.15915434
1084,0.15915434
1085,0.14221433
1086,0.14221433
1087,0.14221433
1088,0.14013893
1089,0.14013893
1090,0.14869183
1091,0.15174783
1092,0.14869183
1093,0.20505999
1094,0.20505999
1095,0.24075209
1096,0.24075209
1097,0.24075209
1098,0.20298013
1099,0.20298013
1100,0.22299335
1101,0.22266535
1102,0.22266535
1103,0.15297329
1104,0.15231029
1105,0.16789209
1106,0.16789209
1107,0.16398509
1108,0.2497287
1109,0.2497287
1110,0.23476584
1111,0.23476584
1112,0.23476584
1113,0.20639384
1114,0.20639384
1115,0.14823014
1116,0.14743014
1117,0.14743014
1118,0.14718624
1119,0.14718624
1120,0.17248204
1121,0.17248204
1122,0.21099204
1123,0.30545161
1124,0.30728161
1125,0.28201444
1126,0.28201444
1127,0.28201444
1128,0.24782534
1129,0.24782534
1130,0.2039486
1131,0.1999076
1132,0.1999076
1133,0.19557744
1134,0.19557744
1135,0.21289274
1136,0.21362274
1137,0.20303774
1138,0.2445487
1139,0.2445487
1140,0.19396204
1141,0.18168044
1142,0.18111204
1143,0.16264113
1144,0.13725113
1145,0.12770994
1146,0.15400894
1147,0.15400894
1148,0.14032494
1149,0.11367494
1150,0.16520349
1151,0.16520349
1152,0.16416349
1153,0.21409726
1154,0.21409726
1155,0.20609825
1156,0.20609825
1157,0.20609825
1158,0.15917224
1159,0.15917224
1160,0.1669632
1161,0.1662512
1162,0.1662512
1163,0.1756223
1164,0.1733823
1165,0.1310427
1166,0.1310427
1167,0.1310427
1168,0.25218726
1169,0.25218726
1170,0.21941755
1171,0.21941755
1172,0.21941755
1173,0.18005974
1174,0.18005974
1175,0.16120779
1176,0.16057479
1177,0.16057479
1178,0.15276409
1179,0.15276409
1180,0.21283345
1181,0.21283345
1182,0.21283345
1183,0.22833474
1184,0.22833474
1185,0.18423884
1186,0.17679284
1187,0.19498284
1188,0.19689374
1189,0.19689374
1190,0.19042554
1191,0.18925254
1192,0.21580254
1193,0.23878554
1194,0.25602554
1195,0.21182264
1196,0.22105064
1197,0.20478064
1198,0.23495079
1199,0.23495079
1200,0.19109876
1201,0.19105584
1202,0.22254584
1203,0.22684408
1204,0.21241408
1205,0.22737913
1206,0.22661213
1207,0.22578313
1208,0.20832233
1209,0.20832233
1210,0.22884498
1211,0.22884498
1212,0.22884498
1213,0.23662398
1214,0.25113398
1215,0.27557489
1216,0.27557489
1217,0.27557489
1218,0.23780204
1219,0.24305204
1220,0.18961813
1221,0.18961813
1222,0.21407413
1223,0.18401743
1224,0.18401743
1225,0.19569538
1226,0.19569538
1227,0.19569538
1228,0.24544589
1229,0.24544589
1230,0.20859108
1231,0.21274108
1232,0.21274108
1233,0.18401053
1234,0.18401053
1235,0.17044933
1236,0.16950933
1237,0.16950933
1238,0.14439533
1239,0.12887533
1240,0.13814968
1241,0.13814968
1242,0.13814968
1243,0.19923114
1244,0.19923114
1245,0.16474998
1246,0.16639998
1247,0.18501998
1248,0.12959562
1249,0.12959562
1250,0.15155824
1251,0.15109224
1252,0.15109224
1253,0.12675258
1254,0.12675258
1255,0.16989473
1256,0.14566473
1257,0.14566473
1258,0.19114674
1259,0.22471674
1260,0.22772813
1261,0.22772813
1262,0.22772813
1263,0.18214268
1264,0.18214268
1265,0.17591604
1266,0.17521204
1267,0.17521204
1268,0.18566138
1269,0.18566138
1270,0.18448378
1271,0.18448378
1272,0.14670378
1273,0.1983872
1274,0.1983872
1275,0.18085571
1276,0.18085571
1277,0.19788571
1278,0.13467853
1279,0.13467853
1280,0.13399394
1281,0.13356694
1282,0.13356694
1283,0.15313868
1284,0.15313868
1285,0.15149568
1286,0.15149568
1287,0.15149568
1288,0.18719285
1289,0.23791285
1290,0.21364714
1291,0.21364714
1292,0.22365714
1293,0.19674884
1294,0.19674884
1295,0.13220214
1296,0.12997514
1297,0.12953814
1298,0.12518424
1299,0.16717424
1300,0.15226628
1301,0.15226628
1302,0.15226628
1303,0.2595439
1304,0.2595439
1305,0.16064474
1306,0.16064474
1307,0.16512684
1308,0.12673634
1309,0.13682634
1310,0.12881473
1311,0.12845473
1312,0.1474659
1313,0.1572055
1314,0.1948055
1315,0.16874469
1316,0.16874469
1317,0.16874469
1318,0.25369951
1319,0.25369951
1320,0.24400274
1321,0.23966274
1322,0.223956
1323,0.171666
1324,0.171666
1325,0.1297919
1326,0.1261089
1327,0.1261089
1328,0.140165
1329,0.140165
1330,0.21967
1331,0.17902
1332,0.20874
1333,0.22424
1334,0.307014
1335,0.1853796
1336,0.1825376
1337,0.1828976
1338,0.1636823
1339,0.1636823
1340,0.167288
1341,0.1669161
1342,0.2702261
1343,0.27653777
1344,0.27653777
1345,0.18433354
1346,0.18421624
1347,0.09656624
1348,0.17174979
1349,0.17313879
1350,0.13429854
1351,0.13429854
1352,0.13292354
1353,0.09511538
1354,0.09511538
1355,0.09306188
1356,0.09306188
1357,0.09306188
1358,0.08692998
1359,0.08692998
1360,0.20843084
1361,0.20843084
1362,0.20843084
1363,0.2611365
1364,0.2663165
1365,0.18519074
1366,0.18331214
1367,0.18331214
1368,0.12087354
1369,0.12087354
1370,0.12259279
1371,0.12157779
1372,0.12157779
1373,0.09362094
1374,0.12707094
1375,0.19790154
1376,0.15151154
1377,0.11172054
1378,0.22766035
1379,0.24022035
1380,0.19394459
1381,0.19394459
1382,0.19394459
1383,0.15010669
1384,0.15010669
1385,0.17480374
1386,0.17148274
1387,0.17148274
1388,0.18183564
1389,0.18183564
1390,0.21478269
1391,0.21478269
1392,0.21478269
1393,0.19974649
1394,0.19974649
1395,0.13175203
1396,0.12157203
1397,0.12157203
1398,0.17106084
1399,0.17106084
1400,0.22999274
1401,0.16888874
1402,0.16888874
1403,0.13800988
1404,0.13800988
1405,0.16011173
1406,0.16011173
1407,0.16011173
1408,0.18918374
1409,0.18918374
1410,0.21320369
1411,0.21320369
1412,0.25202369
1413,0.17586249
1414,0.17514549
1415,0.1784696
1416,0.1780026
1417,0.1780026
1418,0.11105708
1419,0.11105708
1420,0.14445974
1421,0.14445974
1422,0.14445974
1423,0.2135526
1424,0.2135526
1425,0.21312546
1426,0.21265626
1427,0.21265626
1428,0.13784664
1429,0.13784664
1430,0.11206474
1431,0.11123474
1432,0.12869474
1433,0.10280584
1434,0.09281084
1435,0.18257179
1436,0.19064379
1437,0.18257179
1438,0.18451175
1439,0.18451175
1440,0.16989414
1441,0.16989414
1442,0.16989414
1443,0.13241723
1444,0.13241723
1445,0.13915579
1446,0.17086479
1447,0.17067779
1448,0.17774669
1449,0.17774669
1450,0.18482936
1451,0.18482936
1452,0.18482936
1453,0.25976746
1454,0.25976746
1455,0.2165046
1456,0.2165046
1457,0.2165046
1458,0.13826069
1459,0.13826069
1460,0.15462369
1461,0.15386869
1462,0.15386869
1463,0.15854679
1464,0.15854679
1465,0.14869989
1466,0.14869989
1467,0.14869989
1468,0.18256751
1469,0.18256751
1470,0.15548665
1471,0.15548665
1472,0.15548665
1473,0.11915899
1474,0.11915899
1475,0.08951604
1476,0.08892304
1477,0.08892304
1478,0.09302899
1479,0.09302899
1480,0.08475143
1481,0.08475143
1482,0.08858943
1483,0.18775084
1484,0.18775084
1485,0.16486699
1486,0.17569699
1487,0.13403699
1488,0.09759923
1489,0.09759923
1490,0.12159318
1491,0.12097718
1492,0.12097718
1493,0.10914228
1494,0.10914228
1495,0.09624938
1496,0.09624938
1497,0.09624938
1498,0.1572337
1499,0.1572337
1500,0.11721299
1501,0.11721299
1502,0.11721299
1503,0.07944233
1504,0.07944233
1505,0.07341752
1506,0.07287252
1507,0.07287252
1508,0.06196452
1509,0.06196452
1510,0.11293123
1511,0.10192123
1512,0.14440123
1513,0.19569559
1514,0.19569559
1515,0.12453584
1516,0.12453584
1517,0.12453584
1518,0.11752608
1519,0.11752608
1520,0.11582943
1521,0.06226743
1522,0.06226743
1523,0.06108067
1524,0.06108067
1525,0.07061368
1526,0.07061368
1527,0.07061368
1528,0.12373274
1529,0.12373274
1530,0.2281675
1531,0.2281675
1532,0.2281675
1533,0.22830649
1534,0.22830649
1535,0.07870953
1536,0.07870953
1537,0.07810853
1538,0.05858372
1539,0.05858372
1540,0.06996838
1541,0.06996838
1542,0.06996838
1543,0.13791984
1544,0.13791984
1545,0.1036146
1546,0.1394246
1547,0.1394246
1548,0.12371699
1549,0.12371699
1550,0.24503854
1551,0.24489354
1552,0.24489354
1553,0.20420604
1554,0.12705614
1555,0.06766272
1556,0.06766272
1557,0.06766272
1558,0.12665274
1559,0.12665274
1560,0.10083704
1561,0.10083704
1562,0.10083704
1563,0.05738988
1564,0.05738988
1565,0.06376772
1566,0.06100672
1567,0.06100672
1568,0.05788162
1569,0.05788162
1570,0.06987552
1571,0.06987552
1572,0.06987552
1573,0.12539894
1574,0.12539894
1575,0.09888409
1576,0.09888409
1577,0.09888409
1578,0.05498362
1579,0.05498362
1580,0.07955233
1581,0.07905033
1582,0.07905033
1583,0.14917349
1584,0.14917349
1585,0.16013135
1586,0.16013135
1587,0.16013135
1588,0.19367706
1589,0.19367706
1590,0.10476561
1591,0.10476561
1592,0.10476561
1593,0.06594909
1594,0.06594909
1595,0.05968834
1596,0.05928034
1597,0.05928034
1598,0.05362263
1599,0.05362263
1600,0.05936453
1601,0.05936453
1602,0.05936453
1603,0.11626084
1604,0.11626084
1605,0.1253285
1606,0.1253285
1607,0.1253285
1608,0.05333468
1609,0.05333468
1610,0.05425083
1611,0.05399083
1612,0.09498583
1613,0.05848748
1614,0.05848748
1615,0.06103152
1616,0.06103152
1617,0.06103152
1618,0.12840279
1619,0.12840279
1620,0.11578655
1621,0.11578655
1622,0.11578655
1623,0.06060323
1624,0.06060323
1625,0.05751052
1626,0.05705652
1627,0.05705652
1628,0.05054157
1629,0.05054157
1630,0.06176252
1631,0.06176252
1632,0.06176252
1633,0.11711684
1634,0.11711684
1635,0.09896364
1636,0.09896364
1637,0.09896364
1638,0.05678652
1639,0.05678652
1640,0.06290572
1641,0.06290572
1642,0.06290572
1643,0.11274538
1644,0.11274538
1645,0.10198623
1646,0.10198623
1647,0.10198623
1648,0.1771075
1649,0.1771075
1650,0.15999326
1651,0.15999326
1652,0.15999326
1653,0.0926139
1654,0.0926139
1655,0.05598663
1656,0.05583763
1657,0.05558263
1658,0.05254668
1659,0.05254668
1660,0.06377082
1661,0.06377082
1662,0.06377082
1663,0.12127179
1664,0.15264179
